Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,order date (DateOrders)
2,1,62.97000122,149.9400024,Late delivery,1,46,Indoor/Outdoor Games,Caguas,02-03-2017 04:32
5,2,0,47.97999954,Late delivery,1,46,Indoor/Outdoor Games,Folsom,02-03-2017 02:05
4,2,47.97999954,95.95999908,Late delivery,1,46,Indoor/Outdoor Games,Los Angeles,02-03-2017 01:44
2,4,62.97000122,125.9499969,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,02-03-2017 01:02
2,4,89.95999908,199.9199982,Advance shipping,0,46,Indoor/Outdoor Games,Milford,02-02-2017 21:31
6,4,70.09999847,212.4199982,Late delivery,1,46,Indoor/Outdoor Games,Glen Burnie,02-02-2017 21:10
2,1,23.39999962,124.4499969,Late delivery,1,46,Indoor/Outdoor Games,Van Nuys,02-02-2017 20:07
5,4,-41.97999954,209.9199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,02-02-2017 15:34
4,4,17.21999931,197.9199982,Shipping on time,0,46,Indoor/Outdoor Games,Forest Hills,02-02-2017 13:28
5,4,93.33999634,207.4199982,Late delivery,1,46,Indoor/Outdoor Games,El Paso,02-02-2017 12:04
2,4,1.190000057,47.47999954,Advance shipping,0,46,Indoor/Outdoor Games,Los Angeles,02-02-2017 09:16
2,4,97.95999908,195.9199982,Advance shipping,0,46,Indoor/Outdoor Games,Los Angeles,02-02-2017 09:16
2,1,44.63000107,122.9499969,Late delivery,1,46,Indoor/Outdoor Games,Irving,02-02-2017 06:48
2,1,54.29999924,193.9199982,Late delivery,1,46,Indoor/Outdoor Games,Irving,02-02-2017 06:48
2,1,23.03000069,191.9199982,Late delivery,1,46,Indoor/Outdoor Games,Irving,02-02-2017 06:48
2,1,45.58000183,94.95999908,Late delivery,1,46,Indoor/Outdoor Games,Cupertino,02-02-2017 06:06
2,1,-41.33000183,47.22999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,02-02-2017 05:45
4,2,68.94000244,189.9199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,02-02-2017 04:42
3,2,32.79000092,204.9199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,02-02-2017 02:36
2,1,11.89999962,188.9199982,Late delivery,1,46,Indoor/Outdoor Games,Philadelphia,02-02-2017 01:54
2,1,2.319999933,46.47999954,Late delivery,1,46,Indoor/Outdoor Games,Philadelphia,02-02-2017 01:54
5,4,43.97999954,199.9199982,Late delivery,1,46,Indoor/Outdoor Games,Alpharetta,02-01-2017 22:03
5,4,52.47999954,187.4299927,Late delivery,1,46,Indoor/Outdoor Games,Alpharetta,02-01-2017 22:03
3,2,122.4499969,249.8999939,Late delivery,1,46,Indoor/Outdoor Games,Caguas,02-01-2017 21:21
6,4,74.22000122,247.3999939,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,02-01-2017 20:39
2,1,83.66999817,185.9299927,Late delivery,1,46,Indoor/Outdoor Games,Caguas,02-01-2017 19:57
2,1,34.20000076,181.9299927,Late delivery,1,46,Indoor/Outdoor Games,Valrico,02-01-2017 19:36
2,1,39.18000031,244.8999939,Late delivery,1,46,Indoor/Outdoor Games,Baltimore,02-01-2017 17:30
6,4,-387.8399963,242.3999939,Late delivery,1,46,Indoor/Outdoor Games,Caguas,02-01-2017 17:09
2,4,40.54000092,119.9499969,Advance shipping,0,46,Indoor/Outdoor Games,Rome,02-01-2017 15:45
5,4,14.77999973,45.47999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,02-01-2017 15:03
5,2,52.84999847,112.4599991,Late delivery,1,46,Indoor/Outdoor Games,Caguas,02-01-2017 11:32
2,1,60.8199997,179.9299927,Shipping canceled,0,46,Indoor/Outdoor Games,Brownsville,02-01-2017 10:08
2,1,-69.23999786,94.45999908,Late delivery,1,46,Indoor/Outdoor Games,New York,02-01-2017 09:47
4,4,62.38000107,239.8999939,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,02-01-2017 07:41
6,4,-32.97000122,44.97999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,02-01-2017 06:38
2,2,3.869999886,43.97999954,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,02-01-2017 05:14
2,4,87.95999908,175.9299927,Advance shipping,0,46,Indoor/Outdoor Games,Lutz,02-01-2017 03:29
2,4,70.47000122,149.9400024,Advance shipping,0,46,Indoor/Outdoor Games,Lutz,02-01-2017 03:29
2,4,48.70000076,173.9299927,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,02-01-2017 01:44
4,4,-99.01000214,148.4400024,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,02-01-2017 00:41
2,1,20.87000084,43.47999954,Late delivery,1,46,Indoor/Outdoor Games,Hawthorne,1/31/2017 23:59
4,2,55.54000092,146.9400024,Late delivery,1,46,Indoor/Outdoor Games,Henrico,1/31/2017 22:56
2,1,7.989999771,42.47999954,Late delivery,1,46,Indoor/Outdoor Games,Chicago,1/31/2017 22:35
6,4,1.450000048,145.4400024,Late delivery,1,46,Indoor/Outdoor Games,Stockbridge,1/31/2017 20:07
4,4,40.29999924,143.9400024,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/31/2017 17:40
5,4,12.52999973,142.4400024,Late delivery,1,46,Indoor/Outdoor Games,Nashville,1/31/2017 16:16
2,4,113.9499969,237.4100037,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/31/2017 15:13
5,4,35.99000168,89.95999908,Late delivery,1,46,Indoor/Outdoor Games,Richmond,1/31/2017 14:31
4,4,10.92000008,41.97999954,Shipping on time,0,46,Indoor/Outdoor Games,Brooklyn,1/31/2017 12:25
6,2,18.67000008,41.47999954,Late delivery,1,46,Indoor/Outdoor Games,Bismarck,1/31/2017 9:37
5,4,36.84000015,141.6900024,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/31/2017 9:16
5,4,57.43999863,169.9299927,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/31/2017 9:16
6,2,19.67000008,40.97999954,Late delivery,1,46,Indoor/Outdoor Games,Chicago,1/31/2017 7:52
2,1,108.6299973,236.1600037,Late delivery,1,46,Indoor/Outdoor Games,Clementon,1/31/2017 7:10
2,2,12.51000023,39.97999954,Shipping on time,0,46,Indoor/Outdoor Games,Houston,1/31/2017 6:28
6,4,9.760000229,139.4400024,Late delivery,1,46,Indoor/Outdoor Games,Los Angeles,1/31/2017 6:07
6,2,-1.139999986,87.95999908,Late delivery,1,46,Indoor/Outdoor Games,Daly City,1/31/2017 4:21
2,1,109.2300034,232.4100037,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/31/2017 3:39
2,4,40.86999893,86.97000122,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/31/2017 2:57
6,4,47.75999832,136.4499969,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/31/2017 2:36
6,4,58.77999878,167.9299927,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/31/2017 2:36
5,4,6.75,134.9499969,Late delivery,1,46,Indoor/Outdoor Games,Miami,1/31/2017 2:15
2,4,-70.77999878,84.97000122,Advance shipping,0,46,Indoor/Outdoor Games,Saint Paul,1/31/2017 1:12
2,4,56.09000015,165.9299927,Advance shipping,0,46,Indoor/Outdoor Games,Saint Paul,1/31/2017 1:12
6,4,2.809999943,37.49000168,Late delivery,1,46,Indoor/Outdoor Games,Oregon City,1/31/2017 0:51
6,4,-69.94000244,83.97000122,Late delivery,1,46,Indoor/Outdoor Games,Oregon City,1/31/2017 0:51
6,2,-197.9199982,131.9499969,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/30/2017 23:06
6,2,37.34000015,82.97000122,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/30/2017 23:06
5,2,39.13000107,130.4499969,Late delivery,1,46,Indoor/Outdoor Games,Seattle,1/30/2017 22:45
3,2,37.70000076,81.97000122,Late delivery,1,46,Indoor/Outdoor Games,Potomac,1/30/2017 20:18
2,4,26.76000023,127.4499969,Advance shipping,0,46,Indoor/Outdoor Games,Memphis,1/30/2017 19:57
6,4,63.66999817,227.4100037,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/30/2017 19:36
5,4,17.62999916,125.9499969,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/30/2017 19:15
2,4,-61.34000015,79.97000122,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/30/2017 18:12
6,4,16.23999977,49.97999954,Late delivery,1,46,Indoor/Outdoor Games,Stone Mountain,1/30/2017 17:51
2,1,40.45000076,124.4499969,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/30/2017 17:30
2,1,15.36999989,122.9499969,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/30/2017 17:09
2,1,41.97999954,119.9499969,Late delivery,1,46,Indoor/Outdoor Games,New Castle,1/30/2017 15:03
4,4,50.59999847,112.4599991,Shipping canceled,0,46,Indoor/Outdoor Games,Yauco,1/30/2017 11:53
4,4,19.79000092,49.47999954,Shipping canceled,0,46,Indoor/Outdoor Games,Yauco,1/30/2017 11:53
2,4,80.33000183,163.9299927,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/30/2017 11:11
5,4,71.97000122,149.9400024,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/30/2017 10:29
3,4,-39.18000031,48.97999954,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/30/2017 9:47
3,4,-32.97000122,48.47999954,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/30/2017 8:02
5,4,13.18999958,47.97999954,Late delivery,1,46,Indoor/Outdoor Games,Aurora,1/30/2017 6:59
2,4,66.80000305,148.4400024,Advance shipping,0,46,Indoor/Outdoor Games,Chicago,1/30/2017 2:26
6,2,7.349999905,146.9400024,Late delivery,1,46,Indoor/Outdoor Games,Baltimore,1/30/2017 2:05
3,2,10.90999985,145.4400024,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,1/30/2017 1:02
5,2,107.9599991,224.9100037,Late delivery,1,46,Indoor/Outdoor Games,Newark,1/29/2017 22:14
2,2,107.7600021,219.9100037,Shipping on time,0,46,Indoor/Outdoor Games,Los Angeles,1/29/2017 21:11
1,0,23.46999931,74.97000122,Late delivery,1,46,Indoor/Outdoor Games,San Diego,1/29/2017 20:50
6,4,34.0699997,159.9400024,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/29/2017 17:19
2,1,50.68000031,149.9400024,Late delivery,1,46,Indoor/Outdoor Games,Detroit,1/29/2017 15:34
2,1,13.77000046,47.47999954,Late delivery,1,46,Indoor/Outdoor Games,Detroit,1/29/2017 15:34
2,1,66.20999908,143.9400024,Shipping canceled,0,46,Indoor/Outdoor Games,Sheboygan,1/29/2017 14:31
2,1,81.52999878,217.4100037,Shipping canceled,0,46,Indoor/Outdoor Games,Sheboygan,1/29/2017 14:31
6,4,17.62999916,212.4199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/29/2017 13:49
6,4,4.71999979,47.22999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/29/2017 13:49
6,4,9.760000229,46.47999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/29/2017 10:19
5,4,-146.9400024,209.9199982,Late delivery,1,46,Indoor/Outdoor Games,Spring,1/29/2017 9:58
2,4,-329.8699951,199.9199982,Advance shipping,0,46,Indoor/Outdoor Games,San Diego,1/29/2017 7:10
2,1,71.22000122,142.4400024,Late delivery,1,46,Indoor/Outdoor Games,San Jose,1/29/2017 6:07
3,2,8.800000191,99.95999908,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/29/2017 5:46
6,2,-32.97000122,44.97999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/29/2017 5:04
6,4,76.73999786,207.4199982,Late delivery,1,46,Indoor/Outdoor Games,Apopka,1/29/2017 3:19
6,2,-29.34000015,43.97999954,Late delivery,1,46,Indoor/Outdoor Games,Milwaukee,1/29/2017 1:33
5,4,29.69000053,98.95999908,Late delivery,1,46,Indoor/Outdoor Games,Flushing,1/29/2017 1:12
6,4,30.65999985,97.95999908,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/28/2017 20:18
2,4,21.32999992,96.95999908,Advance shipping,0,46,Indoor/Outdoor Games,West Jordan,1/28/2017 18:54
2,4,8.5,42.47999954,Advance shipping,0,46,Indoor/Outdoor Games,West Jordan,1/28/2017 18:54
6,4,-163.9299927,204.9199982,Late delivery,1,46,Indoor/Outdoor Games,Los Angeles,1/28/2017 18:33
4,4,69.26999664,197.9199982,Shipping on time,0,46,Indoor/Outdoor Games,Bronx,1/28/2017 17:51
4,4,-22.79000092,199.9199982,Shipping on time,0,46,Indoor/Outdoor Games,Bronx,1/28/2017 17:51
2,4,22.13999939,195.9199982,Advance shipping,0,46,Indoor/Outdoor Games,Chicago,1/28/2017 17:09
2,4,-74.18000031,41.97999954,Advance shipping,0,46,Indoor/Outdoor Games,Chicago,1/28/2017 17:09
2,2,93.70999908,187.4299927,Shipping on time,0,46,Indoor/Outdoor Games,Knoxville,1/28/2017 15:24
2,1,44.13999939,95.95999908,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/28/2017 14:00
2,1,122.4499969,249.8999939,Late delivery,1,46,Indoor/Outdoor Games,Fort Worth,1/28/2017 12:57
5,4,16.87000084,193.9199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/28/2017 11:12
5,4,-142.4400024,94.95999908,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/28/2017 11:12
3,4,62.34999847,141.6900024,Advance shipping,0,46,Indoor/Outdoor Games,Cerritos,1/28/2017 10:30
2,4,53.74000168,191.9199982,Advance shipping,0,46,Indoor/Outdoor Games,Cleveland,1/28/2017 10:09
5,4,12.02999973,41.47999954,Late delivery,1,46,Indoor/Outdoor Games,Cumberland,1/28/2017 7:41
2,4,-6.710000038,94.45999908,Advance shipping,0,46,Indoor/Outdoor Games,New York,1/28/2017 4:53
3,4,12.30000019,40.97999954,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/28/2017 3:29
2,4,10.46000004,139.4400024,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/28/2017 3:08
5,4,17.98999977,39.97999954,Late delivery,1,46,Indoor/Outdoor Games,Cleveland,1/28/2017 2:26
5,4,-36.97999954,136.4499969,Late delivery,1,46,Indoor/Outdoor Games,Cleveland,1/28/2017 2:26
3,2,32.38999939,134.9499969,Late delivery,1,46,Indoor/Outdoor Games,Allentown,1/28/2017 1:44
0,0,16.87000084,37.49000168,Shipping on time,0,46,Indoor/Outdoor Games,North Las Vegas,1/28/2017 0:41
0,0,94.95999908,189.9199982,Shipping on time,0,46,Indoor/Outdoor Games,North Las Vegas,1/28/2017 0:41
1,0,85.01999664,188.9199982,Late delivery,1,46,Indoor/Outdoor Games,San Marcos,1/27/2017 23:38
3,4,-124.0100021,185.9299927,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/27/2017 22:14
4,4,-2.549999952,181.9299927,Shipping on time,0,46,Indoor/Outdoor Games,Aurora,1/27/2017 20:50
2,1,80.41000366,247.3999939,Late delivery,1,46,Indoor/Outdoor Games,Santa Cruz,1/27/2017 19:47
2,2,13.48999977,49.97999954,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/27/2017 18:23
2,2,0.910000026,90.95999908,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/27/2017 18:23
1,0,11.34000015,179.9299927,Late delivery,1,46,Indoor/Outdoor Games,San Jose,1/27/2017 15:13
4,4,-179.5099945,244.8999939,Shipping on time,0,46,Indoor/Outdoor Games,Brooklyn,1/27/2017 13:49
3,4,63.33000183,131.9499969,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/27/2017 13:28
2,4,60.59999847,242.3999939,Advance shipping,0,46,Indoor/Outdoor Games,Plymouth,1/27/2017 13:07
6,4,10.17000008,89.95999908,Shipping canceled,0,46,Indoor/Outdoor Games,Memphis,1/27/2017 12:46
5,4,0,87.95999908,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/27/2017 12:25
2,2,62.61000061,130.4499969,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,1/27/2017 11:22
5,4,8.800000191,175.9299927,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/27/2017 10:40
4,4,67.83000183,173.9299927,Shipping on time,0,46,Indoor/Outdoor Games,New York,1/27/2017 10:19
2,4,55.22999954,169.9299927,Advance shipping,0,46,Indoor/Outdoor Games,Roswell,1/27/2017 9:37
6,4,5.480000019,48.47999954,Late delivery,1,46,Indoor/Outdoor Games,Longmont,1/27/2017 9:16
0,0,65.48999786,167.9299927,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/27/2017 7:31
0,0,15.93000031,127.4499969,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/27/2017 7:31
0,0,41.74000168,86.97000122,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/27/2017 7:31
0,0,-53.97999954,239.8999939,Shipping on time,0,46,Indoor/Outdoor Games,Humacao,1/27/2017 7:10
3,2,-174.0200043,237.4100037,Late delivery,1,46,Indoor/Outdoor Games,Staten Island,1/27/2017 4:43
2,1,17.98999977,47.97999954,Late delivery,1,46,Indoor/Outdoor Games,Clovis,1/27/2017 4:01
2,1,4.460000038,47.47999954,Late delivery,1,46,Indoor/Outdoor Games,Clovis,1/27/2017 4:01
2,2,16.53000069,47.22999954,Shipping on time,0,46,Indoor/Outdoor Games,Fresno,1/27/2017 2:37
6,4,10.44999981,165.9299927,Late delivery,1,46,Indoor/Outdoor Games,Kaneohe,1/27/2017 2:16
2,1,42.61999893,163.9299927,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/27/2017 1:34
2,4,40.77999878,84.97000122,Advance shipping,0,46,Indoor/Outdoor Games,Columbia,1/26/2017 23:06
4,4,30.47999954,83.97000122,Shipping on time,0,46,Indoor/Outdoor Games,O Fallon,1/26/2017 22:03
4,4,38.99000168,82.97000122,Shipping on time,0,46,Indoor/Outdoor Games,Orlando,1/26/2017 20:18
5,4,45.34000015,125.9499969,Late delivery,1,46,Indoor/Outdoor Games,Las Vegas,1/26/2017 18:54
4,4,-99.55999756,124.4499969,Shipping on time,0,46,Indoor/Outdoor Games,San Jose,1/26/2017 16:48
6,4,10.25,81.97000122,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/26/2017 14:00
4,4,24.59000015,122.9499969,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/26/2017 13:18
6,4,50.06000137,159.9400024,Late delivery,1,46,Indoor/Outdoor Games,Richardson,1/26/2017 12:15
5,4,22.30999947,46.47999954,Late delivery,1,46,Indoor/Outdoor Games,Amarillo,1/26/2017 11:54
2,4,22.29000092,45.47999954,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/26/2017 10:51
6,4,19.03000069,79.97000122,Late delivery,1,46,Indoor/Outdoor Games,Fairfield,1/26/2017 10:30
5,4,21.59000015,44.97999954,Late delivery,1,46,Indoor/Outdoor Games,San Diego,1/26/2017 10:09
6,4,9.600000381,119.9499969,Late delivery,1,46,Indoor/Outdoor Games,New Haven,1/26/2017 8:45
2,1,55.09999847,112.4599991,Late delivery,1,46,Indoor/Outdoor Games,Plano,1/26/2017 8:03
2,1,4.5,149.9400024,Late delivery,1,46,Indoor/Outdoor Games,Plano,1/26/2017 8:03
4,4,76.75,236.1600037,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/26/2017 6:17
2,2,41.97999954,149.9400024,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/26/2017 5:35
6,2,-185.9299927,232.4100037,Late delivery,1,46,Indoor/Outdoor Games,Potomac,1/26/2017 5:14
3,4,46.97999954,99.95999908,Advance shipping,0,46,Indoor/Outdoor Games,Saint Louis,1/26/2017 4:11
0,0,19.29999924,148.4400024,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/26/2017 3:50
2,1,42.97999954,227.4100037,Late delivery,1,46,Indoor/Outdoor Games,Lindenhurst,1/26/2017 2:26
2,1,38.20000076,146.9400024,Late delivery,1,46,Indoor/Outdoor Games,Brooklyn,1/26/2017 1:02
4,4,21.8199997,145.4400024,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/25/2017 19:47
3,2,-13.27000046,224.9100037,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/25/2017 19:26
6,4,21.11000061,43.97999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/25/2017 18:44
2,4,64.97000122,199.9199982,Advance shipping,0,46,Indoor/Outdoor Games,Elyria,1/25/2017 17:20
2,4,20.44000053,43.47999954,Advance shipping,0,46,Indoor/Outdoor Games,Elyria,1/25/2017 17:20
2,1,69.08999634,143.9400024,Late delivery,1,46,Indoor/Outdoor Games,Pharr,1/25/2017 16:59
2,1,47.5,98.95999908,Late delivery,1,46,Indoor/Outdoor Games,Honolulu,1/25/2017 15:14
1,0,-171.4299927,97.95999908,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,1/25/2017 14:32
1,0,-43.63000107,96.95999908,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,1/25/2017 14:32
2,4,38.38000107,95.95999908,Advance shipping,0,46,Indoor/Outdoor Games,Apopka,1/25/2017 13:50
2,1,-31.13999939,42.47999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/25/2017 13:28
2,4,51.70999908,142.4400024,Advance shipping,0,46,Indoor/Outdoor Games,Philadelphia,1/25/2017 12:04
5,4,-5.739999771,197.9199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/25/2017 11:22
3,2,47.47999954,94.95999908,Late delivery,1,46,Indoor/Outdoor Games,Hilliard,1/25/2017 10:40
0,0,61.58000183,219.9100037,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/25/2017 2:37
0,0,4.739999771,41.97999954,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/25/2017 2:16
2,4,1.659999967,41.47999954,Advance shipping,0,46,Indoor/Outdoor Games,Bronx,1/25/2017 1:34
6,4,0.529999971,40.97999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/25/2017 1:13
4,4,-1.230000019,94.45999908,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/24/2017 22:46
5,4,-24.5699997,217.4100037,Late delivery,1,46,Indoor/Outdoor Games,Vega Baja,1/24/2017 21:22
4,4,90.12000275,195.9199982,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/24/2017 21:01
5,4,32.54000092,92.95999908,Late delivery,1,46,Indoor/Outdoor Games,Brandon,1/24/2017 19:36
2,1,-24.23999977,193.9199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/24/2017 18:54
2,1,14.51000023,39.97999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/24/2017 18:54
3,2,4.239999771,37.49000168,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/24/2017 15:24
4,2,13.48999977,49.97999954,Late delivery,1,46,Indoor/Outdoor Games,Piscataway,1/24/2017 14:00
3,2,7.679999828,191.9199982,Late delivery,1,46,Indoor/Outdoor Games,Lawrence,1/24/2017 13:39
6,4,63.75999832,141.6900024,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/24/2017 12:57
3,2,14.86999989,212.4199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/24/2017 11:54
2,1,3.710000038,49.47999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/24/2017 10:30
3,2,-85.72000122,48.97999954,Late delivery,1,46,Indoor/Outdoor Games,San Juan,1/24/2017 10:09
3,2,-82.41999817,48.47999954,Late delivery,1,46,Indoor/Outdoor Games,San Juan,1/24/2017 10:09
6,4,75.97000122,189.9199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/24/2017 9:27
5,4,13.43000031,47.97999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/24/2017 9:06
4,4,45.3199997,139.4400024,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/24/2017 8:45
2,4,-15.42000008,136.4499969,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/24/2017 8:03
2,4,31.84000015,90.95999908,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/24/2017 6:18
2,1,56.68000031,188.9199982,Late delivery,1,46,Indoor/Outdoor Games,Diamond Bar,1/24/2017 5:36
4,2,53.91999817,185.9299927,Late delivery,1,46,Indoor/Outdoor Games,New Albany,1/24/2017 5:15
6,4,100.7600021,209.9199982,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/24/2017 4:12
6,4,-7.739999771,47.47999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/24/2017 4:12
3,4,43.18000031,89.95999908,Advance shipping,0,46,Indoor/Outdoor Games,New York,1/24/2017 3:08
2,4,23.64999962,181.9299927,Advance shipping,0,46,Indoor/Outdoor Games,Detroit,1/24/2017 2:47
2,1,31.67000008,87.95999908,Late delivery,1,46,Indoor/Outdoor Games,Las Vegas,1/23/2017 22:35
2,4,62.97000122,179.9299927,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/23/2017 19:47
6,4,-138.3500061,207.4199982,Shipping canceled,0,46,Indoor/Outdoor Games,Chicago,1/23/2017 19:26
3,4,-143.4400024,204.9199982,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/23/2017 18:23
6,4,22.20000076,47.22999954,Late delivery,1,46,Indoor/Outdoor Games,Saint Louis,1/23/2017 17:41
5,4,29.5699997,86.97000122,Late delivery,1,46,Indoor/Outdoor Games,Aurora,1/23/2017 17:20
2,1,14.98999977,199.9199982,Shipping canceled,0,46,Indoor/Outdoor Games,Lewisville,1/23/2017 15:35
2,1,42.24000168,134.9499969,Shipping canceled,0,46,Indoor/Outdoor Games,Lewisville,1/23/2017 15:35
2,4,36.95000076,131.9499969,Advance shipping,0,46,Indoor/Outdoor Games,Woodbridge,1/23/2017 14:32
6,4,11.15999985,46.47999954,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/23/2017 14:11
6,4,38.22999954,84.97000122,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/23/2017 12:26
6,4,-22.75,83.97000122,Late delivery,1,46,Indoor/Outdoor Games,Caguas,1/23/2017 12:26
5,4,63.91999817,130.4499969,Late delivery,1,46,Indoor/Outdoor Games,Bridgeton,1/23/2017 12:05
6,4,63.86000061,175.9299927,Late delivery,1,46,Indoor/Outdoor Games,Detroit,1/23/2017 10:40
4,2,62.61000061,173.9299927,Late delivery,1,46,Indoor/Outdoor Games,Rio Grande,1/23/2017 9:58
6,4,22.73999977,45.47999954,Late delivery,1,46,Indoor/Outdoor Games,Bronx,1/23/2017 7:10
4,4,1.269999981,127.4499969,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,1/23/2017 6:28
5,4,-10.71000004,44.97999954,Late delivery,1,46,Indoor/Outdoor Games,Greeley,1/23/2017 5:04
6,4,45.72000122,125.9499969,Late delivery,1,46,Indoor/Outdoor Games,Salt Lake City,1/23/2017 3:40
4,4,47.58000183,169.9299927,Shipping on time,0,46,Indoor/Outdoor Games,Harlingen,1/23/2017 2:58
3,4,16.38999939,81.97000122,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/23/2017 2:37
3,4,29.59000015,79.97000122,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,1/23/2017 2:37
5,4,37.34000015,124.4499969,Late delivery,1,46,Indoor/Outdoor Games,Arecibo,1/23/2017 1:34
5,4,35.99000168,74.97000122,Late delivery,1,46,Indoor/Outdoor Games,San Jose,1/22/2017 23:49
